availability,size,total_sqft,bath,balcony,price,location
Ready To Move,2 BHK,1065,2,3,80,Bhaktapur
Ready To Move,4 BHK,3100,4,2,912,Lalitpur
Ready To Move,3 BHK,1515,3,3,104,Bhaktapur
19-Dec,4 Bedroom,1800,4,,176,Kathmandu
Ready To Move,3 BHK,1445,2,3,64.496,Kathmandu
Ready To Move,3 BHK,1300,2,1,88,Kathmandu
Ready To Move,2 BHK,989,2,0,96,Bhaktapur
Ready To Move,2 BHK,1300,2,1,136,Lalitpur
18-Jul,3 BHK,1185,2,2,48.352,Kathmandu
Ready To Move,5 Bedroom,1350,3,1,176,Bhaktapur
Ready To Move,2 BHK,1045,2,3,96,Lalitpur
18-Feb,2 BHK,1205,2,2,67.488,Kathmandu
Ready To Move,2 BHK,1260,2,1,120,Bhaktapur
Ready To Move,5 Bedroom,1320,5,2,318.4,Bhaktapur
Ready To Move,3 BHK,1500,2,2,200,Bhaktapur
18-May,3 BHK,1250,2,2,68,Bhaktapur
18-Jul,2 BHK,1199,2,2,80,Lalitpur
Ready To Move,2 BHK,1385,2,1,132.944,Lalitpur
Ready To Move,6 Bedroom,1222,5,3,400,Bhaktapur
Ready To Move,2 BHK,1149,2,1,120,Kathmandu
Ready To Move,3 BHK,2180,3,2,272,Bhaktapur
Ready To Move,8 Bedroom,1200,7,1,176,Kathmandu
Ready To Move,10 BHK,12000,12,,840,Lalitpur
Ready To Move,5 Bedroom,1200,5,0,312,Lalitpur
Ready To Move,3 BHK,1818,3,1,216,Bhaktapur
Ready To Move,2 BHK,1070,2,2,52.8,Lalitpur
Ready To Move,3 BHK,1640,3,2,385.6,Lalitpur
Ready To Move,3 BHK,1350,2,2,87.36,Kathmandu
Ready To Move,2 BHK,630,1,1,43.2,Lalitpur
22-Jun,2 BHK,1430,2,2,180.8,Kathmandu
Ready To Move,3 BHK,2430,4,3,288,Lalitpur
Ready To Move,6 Bedroom,1500,7,3,352,Bhaktapur
Ready To Move,2 BHK,1084,2,3,88,Kathmandu
Ready To Move,3 BHK,1186,2,1,89.6,Lalitpur
Ready To Move,2 BHK,1255,2,2,80,Bhaktapur
Ready To Move,4 BHK,3400,5,3,384,Lalitpur
18-Dec,3 BHK,1541,3,1,111.744,Bhaktapur
Ready To Move,4 BHK,3596,5,1,451.2,Bhaktapur
Ready To Move,2 BHK,1295,2,2,112,Bhaktapur
Ready To Move,3 Bedroom,1000,4,3,176,Kathmandu
Ready To Move,3 BHK,2820,3,,456,Lalitpur
Ready To Move,3 BHK,1370,2,2,87.664,Kathmandu
Ready To Move,2 BHK,1100,2,1,64,Kathmandu
18-Apr,4 BHK,4772,6,2,816,Kathmandu
Ready To Move,2 BHK,1370,2,1,272,Kathmandu
Ready To Move,3 BHK,1370,2,1,87.664,Lalitpur
Ready To Move,2 BHK,1200,2,2,99.2,Bhaktapur
Ready To Move,4 Bedroom,2000,3,0,152,Kathmandu
Ready To Move,4 BHK,3500,4,,480,Bhaktapur
Ready To Move,5 Bedroom,1200,4,3,384,Lalitpur
Ready To Move,4 Bedroom,2400,5,2,404.8,Lalitpur
Ready To Move,3 BHK,1220,3,2,99.2,Kathmandu
Ready To Move,3 Bedroom,1950,3,2,208,Lalitpur
Ready To Move,2 BHK,1178,2,3,116.8,Bhaktapur
Ready To Move,3 BHK,1286,3,2,98.304,Lalitpur
Ready To Move,2 BHK,1160,2,2,67.2,Lalitpur
Ready To Move,2 BHK,918,2,2,88,Bhaktapur
21-Dec,3 BHK,1563,3,2,146.944,Bhaktapur
18-Nov,2 BHK,1326,2,1,99.472,Lalitpur
Ready To Move,3 BHK,1350,2,2,224,Bhaktapur
17-Dec,4 BHK,3960,5,3,617.6,Lalitpur
Ready To Move,2 BHK,1240,2,2,62.496,Lalitpur
Ready To Move,2 BHK,1325,2,2,80,Bhaktapur
Ready To Move,2 BHK,1100,2,1,70.4,Lalitpur
Ready To Move,3 BHK,3875,3,2,1280,Bhaktapur
Ready To Move,3 BHK,1605,3,2,80,Lalitpur
Ready To Move,5 BHK,5600,5,3,824,Bhaktapur
Ready To Move,2 BHK,1260,2,1,96,Kathmandu
19-Dec,3 BHK,1553,3,2,132.944,Kathmandu
Ready To Move,2 BHK,1280,2,2,83.2,Bhaktapur
Ready To Move,3 BHK,1550,2,2,120,Bhaktapur
Ready To Move,3 BHK,1445,2,2,200,Bhaktapur
Ready To Move,3 BHK,1550,3,2,118.4,Kathmandu
Ready To Move,3 BHK,1515,2,1,129.456,Lalitpur
19-Mar,3 BHK,1332,2,1,137.792,Kathmandu
Ready To Move,3 BHK,1652,3,2,112,Kathmandu
Ready To Move,3 BHK,1570,3,1,168,Lalitpur
Ready To Move,4 Bedroom,5400,4,3,1160,Lalitpur
Ready To Move,1 BHK,794,1,1,96,Bhaktapur
Ready To Move,3 Bedroom,1200,2,0,99.2,Lalitpur
Ready To Move,4 Bedroom,3600,3,2,656,Lalitpur
Ready To Move,3 Bedroom,1200,3,2,280,Bhaktapur
Ready To Move,4 BHK,1650,3,1,352,Bhaktapur
Ready To Move,4 Bedroom,600,2,1,136,Bhaktapur
Ready To Move,3 BHK,2800,3,2,400,Lalitpur
Ready To Move,3 BHK,1750,3,2,176,Kathmandu
Ready To Move,2 BHK,1053,2,1,76.8,Lalitpur
21-Dec,3 BHK,1100,3,2,84.8,Kathmandu
Ready To Move,3 BHK,1665,3,3,112,Bhaktapur
Ready To Move,4 Bedroom,4051,4,3,552,Bhaktapur
Ready To Move,4 Bedroom,5500,5,1,2400,Bhaktapur
Ready To Move,3 BHK,1447,3,2,128,Lalitpur
Ready To Move,2 BHK,1012,2,1,120,Lalitpur
Ready To Move,3 BHK,1900,3,2,96,Kathmandu
Ready To Move,2 BHK,1308,2,2,148.256,Lalitpur
Ready To Move,4 BHK,3250,4,,368,Kathmandu
Ready To Move,1 BHK,1351,2,1,84.8,Bhaktapur
Ready To Move,2 BHK,1000,2,2,35.2,Kathmandu
Ready To Move,4 Bedroom,1200,4,2,560,Kathmandu
18-Aug,2 BHK,1140,2,2,78.576,Kathmandu
22-May,4 BHK,2249.81 - 4112.19,4,0,416.8,Lalitpur
Ready To Move,3 BHK,1250,2,1,88,Lalitpur
Ready To Move,3 BHK,1290,3,3,72.24,Lalitpur
Ready To Move,2 BHK,1424,2,2,144,Kathmandu
Ready To Move,3 BHK,1320,2,2,96.96,Kathmandu
Ready To Move,3 BHK,1662,3,2,136.8,Kathmandu
Ready To Move,5 BHK,8321,5,3,4320,Kathmandu
Ready To Move,2 BHK,1200,2,2,72,Lalitpur
Ready To Move,3 BHK,1975,3,,336,Lalitpur
Ready To Move,3 BHK,1295,2,2,95.2,Bhaktapur
Ready To Move,3 BHK,1777,3,2,160,Bhaktapur
18-Apr,3 BHK,1900,3,,172.8,Lalitpur
17-Jul,3 BHK,1576,3,2,94.56,Lalitpur
Ready To Move,2 BHK,1020,2,3,65.6,Bhaktapur
Ready To Move,3 BHK,2100,3,3,272,Lalitpur
18-Aug,1 BHK,648,1,1,50.8,Lalitpur
Ready To Move,3 BHK,1167,2,1,60.8,Lalitpur
Ready To Move,7 Bedroom,1000,7,3,256,Kathmandu
Ready To Move,2 BHK,1220,2,2,81.424,Kathmandu
Ready To Move,3 BHK,2350,5,1,523.2,Kathmandu
Ready To Move,2 BHK,1259,2,1,107.84,Kathmandu
Ready To Move,4 Bedroom,2000,4,2,131.2,Kathmandu
Ready To Move,3 BHK,1800,3,1,128,Kathmandu
Ready To Move,3 BHK,1991,3,2,256,Bhaktapur
Ready To Move,3 BHK,1665,3,3,176,Lalitpur
20-Dec,2 BHK,1234,2,1,97.6,Lalitpur
Ready To Move,3 BHK,1340,2,2,102.896,Lalitpur
Ready To Move,2 BHK,1170,2,2,74.864,Kathmandu
Ready To Move,2 BHK,995,2,0,73.6,Lalitpur
Ready To Move,2 BHK,1075,2,2,96,Bhaktapur
18-Apr,2 BHK,1025,2,1,87.2,Bhaktapur
Ready To Move,3 BHK,2721,3,2,180.8,Kathmandu
Ready To Move,3 BHK,2000,3,2,158.4,Lalitpur
Ready To Move,4 BHK,2500,4,3,248,Kathmandu
Ready To Move,2 BHK,1325,2,2,112,Lalitpur
18-Apr,2 BHK,1314,2,3,109.12,Kathmandu
21-Feb,3 BHK,2265,3,2,217.6,Bhaktapur
Ready To Move,7 Bedroom,4800,7,0,272,Lalitpur
21-Dec,2 BHK,1026,2,1,65.6,Kathmandu
Ready To Move,3 BHK,1200,3,2,105.6,Lalitpur
Ready To Move,3 BHK,2220,4,2,104,Lalitpur
18-Sep,2 BHK,1070 - 1315,2,0,81.952,Bhaktapur
18-Dec,2 BHK,1420,2,1,159.024,Bhaktapur
Ready To Move,3 BHK,1888,4,1,152,Kathmandu
18-May,2 BHK,1300,2,1,145.392,Kathmandu
18-May,2 BHK,1216,2,0,155.456,Lalitpur
19-Dec,4 Bedroom,3000,4,3,547.2,Kathmandu
Ready To Move,3 BHK,1559,3,2,100.8,Lalitpur
Ready To Move,2 BHK,1290,2,1,139.2,Kathmandu
Ready To Move,6 Bedroom,2400,6,,392,Bhaktapur
18-Jun,1 BHK,905,1,1,88,Kathmandu
Ready To Move,2 BHK,1069,2,,88,Bhaktapur
19-Aug,2 BHK,829,2,1,36.48,Kathmandu
Ready To Move,2 BHK,1900,2,1,320,Bhaktapur
Ready To Move,5 Bedroom,3040Sq. Meter,5,1,224,Bhaktapur
Ready To Move,3 BHK,1300,3,2,96,Bhaktapur
Ready To Move,2 BHK,1115,2,1,53.52,Kathmandu
Ready To Move,3 BHK,2409,3,2,576,Kathmandu
Ready To Move,3 BHK,2150,4,2,200,Lalitpur
19-Mar,3 BHK,1305,2,1,110.4,Bhaktapur
20-Dec,2 BHK,1252,2,1,90.112,Bhaktapur
Ready To Move,5 Bedroom,2400,5,,400,Bhaktapur
18-Sep,2 Bedroom,1200,2,1,73.808,Bhaktapur
Ready To Move,3 BHK,1750,3,1,208,Kathmandu
Ready To Move,2 BHK,545,1,1,56,Kathmandu
Ready To Move,2 Bedroom,1375,2,1,168,Kathmandu
Ready To Move,2 BHK,1313,2,2,106.4,Lalitpur
Ready To Move,4 Bedroom,3640,4,1,440,Bhaktapur
20-Dec,3 BHK,1693,3,2,172.8,Bhaktapur
Ready To Move,2 BHK,1160,2,1,66.8,Lalitpur
Ready To Move,3 Bedroom,1200,3,0,320,Bhaktapur
Ready To Move,3 BHK,1255,2,2,126.4,Bhaktapur
Ready To Move,4 Bedroom,1000,4,1,120,Bhaktapur
Ready To Move,2 BHK,900,2,1,72,Kathmandu
Ready To Move,3 BHK,1700,3,2,144,Bhaktapur
Ready To Move,3 BHK,1875,3,1,288,Bhaktapur
Ready To Move,3 BHK,1700,3,2,140.8,Lalitpur
Ready To Move,3 BHK,1749,3,2,184,Kathmandu
Ready To Move,2 Bedroom,1500,3,1,104,Lalitpur
Ready To Move,2 BHK,1175,2,1,76.8,Kathmandu
Ready To Move,2 BHK,1280,2,1,96,Lalitpur
Ready To Move,2 BHK,1200,2,2,80,Kathmandu
Ready To Move,3 BHK,1610,2,2,184,Lalitpur
Ready To Move,2 BHK,1070,2,1,73.6,Lalitpur
Ready To Move,2 Bedroom,1200,2,0,105.6,Lalitpur
19-Dec,2 BHK,1127,2,1,80,Bhaktapur
Ready To Move,2 BHK,1210,2,1,163.2,Lalitpur
Ready To Move,2 BHK,600,2,1,36.8,Bhaktapur
Ready To Move,4 BHK,4190,4,3,608,Lalitpur
Ready To Move,2 BHK,1364,2,2,112,Lalitpur
Ready To Move,4 BHK,2268,3,0,233.6,Lalitpur
Ready To Move,3 BHK,1150,2,2,124,Bhaktapur
Ready To Move,2 BHK,1146,2,1,63.2,Bhaktapur
Ready To Move,2 BHK,1345,2,2,88,Lalitpur
Ready To Move,2 BHK,1110,2,2,65.6,Kathmandu
Ready To Move,2 BHK,750,2,1,57.6,Bhaktapur
Ready To Move,2 BHK,1156,2,2,79.2,Kathmandu
Ready To Move,2 BHK,1247,2,1,95.68,Kathmandu
Ready To Move,2 BHK,1058,2,2,96,Bhaktapur
Ready To Move,2 BHK,950,2,1,76.8,Kathmandu
Ready To Move,2 BHK,420,2,0,56,Lalitpur
Ready To Move,4 Bedroom,600,2,2,144,Bhaktapur
21-Jun,3 BHK,1520,2,1,164.8,Kathmandu
Ready To Move,2 BHK,1215,2,2,94.176,Lalitpur
Ready To Move,1 BHK,900,1,1,48,Bhaktapur
Ready To Move,3 BHK,2350,3,2,278.4,Kathmandu
Ready To Move,2 BHK,1050,2,2,73.6,Bhaktapur
Ready To Move,3 BHK,1672,3,2,240,Bhaktapur
Ready To Move,5 Bedroom,2800,5,2,200,Kathmandu
Ready To Move,3 BHK,1500,2,2,104,Bhaktapur
Ready To Move,2 BHK,1400,2,2,104,Kathmandu
18-May,4 Bedroom,500Sq. Yards,4,2,604.8,Bhaktapur
Ready To Move,4 Bedroom,2700,4,2,208,Bhaktapur
18-May,2 BHK,920,2,1,59.936,Kathmandu
18-Feb,3 Bedroom,1200,3,2,112,Bhaktapur
Ready To Move,3 BHK,1250,3,2,222.4,Kathmandu
18-Mar,3 BHK,1817,4,,244.8,Kathmandu
Ready To Move,5 Bedroom,2043,6,,600,Kathmandu
Ready To Move,2 BHK,1140,2,2,73.6,Kathmandu
Ready To Move,4 Bedroom,4346,4,1,720,Bhaktapur
Ready To Move,2 BHK,1464,2,2,89.6,Kathmandu
Ready To Move,2 BHK,1468,3,2,208,Bhaktapur
Ready To Move,3 BHK,1555,2,1,131.2,Kathmandu
Ready To Move,6 Bedroom,1200,4,2,176,Kathmandu
Ready To Move,2 BHK,1150,2,0,88,Kathmandu
19-Oct,2 BHK,970,2,1,56,Lalitpur
18-May,4 BHK,2500,4,3,152,Kathmandu
Ready To Move,2 BHK,1166,2,1,84.8,Lalitpur
Ready To Move,3 Bedroom,2779,3,1,507.2,Bhaktapur
Ready To Move,3 BHK,1350,3,2,92.8,Kathmandu
Ready To Move,2 BHK,900,2,3,73.6,Kathmandu
Ready To Move,3 BHK,1300,2,2,83.2,Kathmandu
Ready To Move,3 BHK,1190,3,1,88,Kathmandu
Ready To Move,3 BHK,1495,2,2,120,Kathmandu
Ready To Move,2 BHK,1224,2,2,168,Bhaktapur
Ready To Move,3 BHK,1350,2,2,108.8,Bhaktapur
Ready To Move,2 BHK,940,2,1,90.88,Kathmandu
Ready To Move,2 BHK,1100,2,1,88,Kathmandu
Ready To Move,2 BHK,1300,2,2,97.6,Bhaktapur
Ready To Move,3 BHK,1480,2,0,232,Bhaktapur
Ready To Move,2 BHK,1105,2,2,74.192,Bhaktapur
17-Jun,3 Bedroom,2600,3,2,320,Bhaktapur
21-Mar,3 BHK,1517,3,2,122.08,Bhaktapur
Ready To Move,6 Bedroom,3800,8,0,320,Kathmandu
Ready To Move,3 BHK,1615,3,2,143.6,Kathmandu
Ready To Move,3 BHK,1500,3,2,104,Lalitpur
Ready To Move,3 BHK,1082,3,1,80.8,Bhaktapur
Ready To Move,2 BHK,1365,2,2,116.8,Kathmandu
Ready To Move,2 BHK,1000,2,3,40,Kathmandu
Ready To Move,2 BHK,1392,2,1,156.8,Kathmandu
18-Apr,2 BHK,1086,2,1,53.856,Bhaktapur
Ready To Move,3 BHK,1586,3,3,150.304,Kathmandu
Ready To Move,2 BHK,1100,2,1,96,Bhaktapur
18-May,2 BHK,1065,2,1,49.2,Kathmandu
Ready To Move,3 Bedroom,1500,2,1,192,Bhaktapur
Ready To Move,3 BHK,1575,2,2,192,Kathmandu
Ready To Move,3 BHK,1975,3,3,196.8,Kathmandu
Ready To Move,2 BHK,820,2,2,38.4,Bhaktapur
Ready To Move,3 BHK,1745,3,2,176,Bhaktapur
Ready To Move,2 BHK,1223,2,1,96,Kathmandu
Ready To Move,3 BHK,1200,2,1,104,Kathmandu
Ready To Move,2 BHK,1200,2,0,144,Kathmandu
19-Dec,1 BHK,665,1,1,73.728,Bhaktapur
Ready To Move,2 BHK,1351,2,2,112,Lalitpur
18-Dec,3 BHK,1355,3,1,134.192,Bhaktapur
Ready To Move,3 BHK,3900,3,2,480,Kathmandu
18-Nov,3 BHK,1588,3,1,120.88,Bhaktapur
Ready To Move,2 BHK,900,2,1,96,Lalitpur
Ready To Move,3 Bedroom,440,3,0,80,Bhaktapur
18-Feb,4 Bedroom,3385,4,,416,Bhaktapur
Ready To Move,3 BHK,1370,2,2,120,Bhaktapur
18-Dec,3 Bedroom,1500,3,1,114.88,Bhaktapur
Ready To Move,3 BHK,2280,3,,456,Bhaktapur
21-Dec,3 BHK,1100,3,2,84.8,Lalitpur
Ready To Move,2 BHK,1247,2,0,84.8,Bhaktapur
19-Dec,3 BHK,2000,3,2,320,Kathmandu
18-Jul,2 BHK,1020.07,2,1,109.408,Lalitpur
19-Dec,3 BHK,1033,2,2,51.2,Bhaktapur
Ready To Move,3 BHK,1460,2,3,116.8,Bhaktapur
Ready To Move,2 BHK,1150,2,2,84.48,Bhaktapur
Ready To Move,5 BHK,5965,5,,616,Bhaktapur
Ready To Move,2 BHK,1141,2,1,73.6,Kathmandu
Ready To Move,4 BHK,2806 - 3019,6,0,200.8,Kathmandu
Ready To Move,4 Bedroom,4200,4,3,520,Kathmandu
18-Jul,3 BHK,1665,2,3,200,Lalitpur
18-Dec,2 BHK,1295,2,2,102.4,Kathmandu
18-Aug,2 BHK,1230,2,1,124.8,Bhaktapur
Ready To Move,3 BHK,1080,2,2,120,Lalitpur
Ready To Move,2 BHK,1000,2,1,96,Bhaktapur
Ready To Move,3 BHK,2400,2,0,80,Kathmandu
19-Dec,1 BHK,613 - 648,1,0,52.464,Kathmandu
18-May,3 BHK,1708,3,2,120,Bhaktapur
Ready To Move,3 BHK,1697,3,2,184,Kathmandu
Ready To Move,4 BHK,3537,5,3,336,Kathmandu
19-Mar,1 BHK,615,1,1,45.264,Kathmandu
Ready To Move,3 BHK,1350,2,0,132.8,Kathmandu
Ready To Move,3 BHK,1430 - 1630,,,106.24,Bhaktapur
19-Dec,2 BHK,1083,2,1,51.984,Bhaktapur
Ready To Move,3 BHK,1460,2,2,104,Lalitpur
Ready To Move,2 BHK,1084,2,1,92.8,Lalitpur
18-May,2 BHK,1035,2,1,66.288,Lalitpur
Ready To Move,3 BHK,2400,2,1,240,Kathmandu
Ready To Move,1 BHK,460,1,1,33.6,Kathmandu
Ready To Move,5 BHK,950,5,,144,Kathmandu
Ready To Move,2 BHK,1285,2,2,89.44,Kathmandu
Ready To Move,19 BHK,2000,16,,784,Lalitpur
Ready To Move,3 Bedroom,1200,3,2,124.8,Kathmandu
Ready To Move,2 BHK,1070,2,1,56,Kathmandu
Ready To Move,3 BHK,1801,3,2,224,Kathmandu
18-Dec,3 BHK,1697,3,2,184,Kathmandu
Ready To Move,2 BHK,1199,2,2,104,Lalitpur
Ready To Move,3 BHK,2300,3,1,352,Kathmandu
Ready To Move,3 BHK,1340,2,3,102.896,Lalitpur
Ready To Move,4 BHK,3800,4,3,328,Bhaktapur
Ready To Move,5 Bedroom,600,5,,80,Lalitpur
Ready To Move,2 BHK,1125,2,1,120,Lalitpur
Ready To Move,2 Bedroom,1200,2,1,107.2,Lalitpur
Ready To Move,2 BHK,1050,2,3,65.6,Kathmandu
Ready To Move,2 BHK,956,2,1,78.4,Kathmandu
Ready To Move,2 BHK,1000,2,2,48,Lalitpur
Ready To Move,3 BHK,1596,3,0,152,Kathmandu
Ready To Move,6 Bedroom,1200,5,1,240,Bhaktapur
19-Jul,2 BHK,1296,2,3,142.496,Lalitpur
Ready To Move,6 Bedroom,1200,7,,272,Lalitpur
Ready To Move,3 BHK,1639,3,3,196.8,Bhaktapur
Ready To Move,2 BHK,1219,2,1,98,Lalitpur
Ready To Move,3 BHK,1200,3,1,80,Bhaktapur
Ready To Move,2 BHK,1218,2,1,116.8,Bhaktapur
Ready To Move,2 BHK,920,2,3,59.2,Kathmandu
Ready To Move,3 BHK,2559,3,2,225.6,Kathmandu
22-Dec,1 BHK,525,1,1,41.6,Bhaktapur
18-Feb,3 BHK,1427,2,2,77.616,Bhaktapur
18-Apr,3 BHK,1270,3,2,72,Kathmandu
Ready To Move,2 BHK,920,2,3,104,Lalitpur
Ready To Move,4 Bedroom,2700,3,2,108.8,Kathmandu
Ready To Move,3 BHK,1740,3,2,318.4,Kathmandu
Ready To Move,3 BHK,1355,2,,64,Bhaktapur
Ready To Move,3 BHK,1530,2,2,144,Kathmandu
Ready To Move,3 BHK,1372,2,1,144,Bhaktapur
Ready To Move,4 BHK,2363,5,2,192,Bhaktapur
Ready To Move,4 BHK,3895,4,3,352,Kathmandu
20-Jun,3 BHK,1950,3,2,209.6,Bhaktapur
Ready To Move,2 BHK,885,2,3,64,Lalitpur
Ready To Move,2 BHK,600,2,2,43.2,Bhaktapur
Ready To Move,5 Bedroom,1270,4,1,204.8,Lalitpur
Ready To Move,2 Bedroom,1380,2,0,360,Kathmandu
Ready To Move,2 BHK,1339,2,2,99.2,Kathmandu
Ready To Move,2 BHK,1130,2,1,57.6,Bhaktapur
Ready To Move,2 BHK,1085,2,2,68.8,Bhaktapur
Ready To Move,3 BHK,1430,3,2,115.2,Bhaktapur
18-Dec,4 BHK,1451.5,4,1,193.6,Bhaktapur
Ready To Move,5 BHK,6200,5,,1152,Lalitpur
Ready To Move,3 BHK,1490,2,1,95.36,Lalitpur
Ready To Move,4 BHK,1650,4,0,158.4,Kathmandu
Ready To Move,2 BHK,1286,2,2,91.2,Bhaktapur
Ready To Move,2 BHK,925,2,2,100.8,Lalitpur
Ready To Move,4 BHK,3016,4,3,368,Bhaktapur
Ready To Move,2 BHK,1000,2,2,70.4,Lalitpur
Ready To Move,2 BHK,1215,2,2,62.4,Bhaktapur
Ready To Move,4 Bedroom,1200,3,1,152,Lalitpur
Ready To Move,2 BHK,1336,2,2,160,Kathmandu
Ready To Move,1 BHK,673,1,1,58.96,Bhaktapur
Ready To Move,2 Bedroom,1200,2,1,92.8,Kathmandu
Ready To Move,6 Bedroom,600,7,2,100.8,Lalitpur
Ready To Move,3 BHK,1600,3,3,256,Lalitpur
Ready To Move,2 Bedroom,1200,2,0,126.4,Lalitpur
Ready To Move,6 Bedroom,2480,4,1,1200,Kathmandu
18-Apr,3 BHK,2500,3,,432,Lalitpur
Ready To Move,5 Bedroom,2400,5,3,160,Bhaktapur
Ready To Move,2 BHK,1143,2,2,104,Kathmandu
Ready To Move,2 BHK,1470,2,2,98.784,Bhaktapur
Ready To Move,4 Bedroom,1584,3,2,232,Kathmandu
Ready To Move,3 BHK,1785,3,2,150.4,Bhaktapur
Ready To Move,3 BHK,2292,3,2,457.6,Bhaktapur
Ready To Move,3 BHK,1460,3,3,113.6,Lalitpur
Ready To Move,3 BHK,1500,2,3,128,Bhaktapur
Ready To Move,5 Bedroom,1200,4,1,224,Kathmandu
Ready To Move,5 BHK,3300,3,,400,Bhaktapur
Ready To Move,2 BHK,1230,2,2,76.8,Lalitpur
Ready To Move,1 BHK,650,1,1,32,Kathmandu
Ready To Move,2 BHK,1480,2,,192,Bhaktapur
Ready To Move,2 BHK,1220,2,1,70.272,Bhaktapur
Ready To Move,3 BHK,1570,3,1,184,Bhaktapur
Ready To Move,3 BHK,3000,3,3,640,Lalitpur
Ready To Move,3 BHK,1665,3,2,139.056,Kathmandu
Ready To Move,3 Bedroom,1350,3,1,608,Bhaktapur
Ready To Move,4 Bedroom,4000,5,2,960,Kathmandu
Ready To Move,2 Bedroom,1100,2,0,108.8,Kathmandu
Ready To Move,3 BHK,1350,2,1,139.216,Lalitpur
Ready To Move,3 BHK,1719,3,2,185.6,Kathmandu
Ready To Move,1 BHK,664,1,1,56,Lalitpur
18-Dec,2 BHK,1011,2,1,80.848,Bhaktapur
Ready To Move,6 Bedroom,2400,6,0,208,Lalitpur
Ready To Move,3 BHK,1680,3,2,136,Lalitpur
Ready To Move,2 BHK,704 - 730,2,0,79.16,Bhaktapur
Ready To Move,4 Bedroom,700,4,2,176,Kathmandu
Ready To Move,3 BHK,1520,2,2,240,Kathmandu
Ready To Move,3 BHK,1350,2,2,84.8,Kathmandu
15-Nov,3 BHK,1760,3,,240,Lalitpur
Ready To Move,2 BHK,875,2,1,52.8,Bhaktapur
Ready To Move,2 BHK,1231,2,2,76.8,Bhaktapur
Ready To Move,2 BHK,1174,2,3,118.4,Bhaktapur
Ready To Move,3 BHK,1560,3,3,120,Kathmandu
Ready To Move,2 BHK,1464,2,2,89.6,Kathmandu
Ready To Move,3 Bedroom,2200,3,2,208,Kathmandu
Ready To Move,2 BHK,850,2,2,88,Bhaktapur
Ready To Move,3 BHK,1750,3,1,288,Kathmandu
Ready To Move,3 BHK,2024,3,,251.2,Bhaktapur
Ready To Move,2 Bedroom,1500,1,0,256,Lalitpur
Ready To Move,6 Bedroom,2100,6,,440,Lalitpur
Ready To Move,3 BHK,2408,4,2,416,Bhaktapur
Ready To Move,2 BHK,1080,2,1,70.4,Bhaktapur
Ready To Move,3 BHK,2070,3,2,360,Bhaktapur
18-Dec,2 BHK,1020,2,1,47.136,Bhaktapur
Ready To Move,3 BHK,1500,2,3,88,Bhaktapur
Ready To Move,4 Bedroom,1575,5,1,252.8,Kathmandu
Ready To Move,4 Bedroom,3250,4,1,288,Kathmandu
Ready To Move,2 BHK,1175,2,1,75.2,Lalitpur
Ready To Move,2 BHK,1030,2,1,55.2,Kathmandu
18-Jul,2 BHK,1440,2,1,184,Bhaktapur
Ready To Move,2 BHK,1500,2,1,134.4,Lalitpur
Ready To Move,1 Bedroom,1380,1,1,99.36,Kathmandu
Ready To Move,2 BHK,1200,2,3,80,Bhaktapur
Ready To Move,1 BHK,705,1,2,58.4,Bhaktapur
Ready To Move,3 BHK,2240,5,2,248,Kathmandu
Ready To Move,3 BHK,1584.01,3,1,164.8,Lalitpur
Ready To Move,3 BHK,1340,3,3,123.2,Lalitpur
Ready To Move,3 BHK,1800,3,2,112,Bhaktapur
Ready To Move,2 BHK,1200,2,3,72,Kathmandu
18-Nov,1 BHK,685,1,1,64,Bhaktapur
Ready To Move,2 BHK,925,2,3,67.2,Bhaktapur
Ready To Move,2 BHK,1230,2,2,91.2,Kathmandu
Ready To Move,5 Bedroom,1200,5,1,296,Lalitpur
Ready To Move,2 BHK,1125,2,1,83.2,Lalitpur
Ready To Move,2 BHK,1100,2,1,86.4,Lalitpur
18-Aug,3 Bedroom,2400,3,2,238.4,Lalitpur
18-Jul,3 BHK,1400,2,2,66.528,Lalitpur
Ready To Move,7 Bedroom,1200,7,2,360,Kathmandu
Ready To Move,3 BHK,1858,3,1,157.28,Lalitpur
Ready To Move,1 Bedroom,1260,1,1,65.6,Bhaktapur
Ready To Move,4 BHK,3530,4,2,464,Lalitpur
Ready To Move,2 BHK,1185,2,2,96,Bhaktapur
Ready To Move,2 Bedroom,1200,2,1,345.6,Kathmandu
Ready To Move,2 BHK,1255,2,1,92.8,Kathmandu
Ready To Move,4 BHK,3436,6,3,760,Kathmandu
Ready To Move,3 BHK,1335,3,2,142.4,Bhaktapur
Ready To Move,3 BHK,1999,3,2,211.2,Lalitpur
Ready To Move,2 Bedroom,1200,2,1,200,Kathmandu
Ready To Move,3 BHK,1397,3,2,176,Kathmandu
Ready To Move,10 Bedroom,1200,10,,168,Kathmandu
Ready To Move,4 BHK,3950,4,,720,Lalitpur
Ready To Move,2 Bedroom,1200,2,1,208,Lalitpur
Ready To Move,3 Bedroom,1616,3,0,152,Lalitpur
Ready To Move,8 Bedroom,1200,7,2,560,Lalitpur
Ready To Move,4 Bedroom,1270,2,1,280,Lalitpur
Ready To Move,2 BHK,1140,2,2,61.68,Kathmandu
21-Jan,1 BHK,525,1,1,48,Kathmandu
Ready To Move,3 Bedroom,1200,2,1,156.8,Lalitpur
Ready To Move,1 Bedroom,700,1,1,259.2,Bhaktapur
